Fecha,Índice COLCAP
2008-06-18,972.13
2008-06-19,941.47
2008-06-20,959.27
2008-06-23,959.13
2008-06-24,956.22
2008-06-25,956.14
2008-06-26,942.99
2008-06-27,945.31
2008-07-01,924.7
2008-07-02,924.47
2008-07-03,938.44
2008-07-04,943.76
2008-07-07,936.94
2008-07-08,925.66
2008-07-09,932.35
2008-07-10,929.81
2008-07-11,917.54
2008-07-14,915.4
2008-07-15,901.61
2008-07-16,900
2008-07-17,909.83
2008-07-18,911.32
2008-07-21,919.19
2008-07-22,917.09
2008-07-23,922.51
2008-07-24,926.07
2008-07-25,932.59
2008-07-28,921.94
2008-07-29,923.17
2008-07-30,935.39
2008-07-31,944.87
2008-08-01,943.23
2008-08-04,935.98
2008-08-05,937
2008-08-06,931.61
2008-08-08,937.26
2008-08-11,937.96
2008-08-12,934.12
2008-08-13,939.69
2008-08-14,938.25
2008-08-15,944.9
2008-08-19,941.02
2008-08-20,948.72
2008-08-21,955.5
2008-08-22,955.72
2008-08-25,950.33
2008-08-26,952.62
2008-08-27,956.43
2008-08-28,978.39
2008-08-29,992.25
2008-09-01,1025.1
2008-09-02,1022.45
2008-09-03,1017.24
2008-09-04,1005.96
2008-09-05,998.95
2008-09-08,1010.74
2008-09-09,1010.52
2008-09-10,1012.76
2008-09-11,1025.82
2008-09-12,1023.76
2008-09-15,1003.92
2008-09-16,967.46
2008-09-17,950.39
2008-09-18,949.69
2008-09-19,985.09
2008-09-22,983.04
2008-09-23,963.83
2008-09-24,976.22
2008-09-25,989.68
2008-09-26,983.87
2008-09-29,960.91
2008-09-30,973.53
2008-10-01,975.83
2008-10-02,965.86
2008-10-03,966.14
2008-10-06,921.9
2008-10-07,915.05
2008-10-08,888.02
2008-10-09,868.42
2008-10-10,794.28
2008-10-14,866.75
2008-10-15,815.07
2008-10-16,782.85
2008-10-17,805
2008-10-20,811.15
2008-10-21,808.09
2008-10-22,766.03
2008-10-23,739.72
2008-10-24,706.58
2008-10-27,686.65
2008-10-28,714.55
2008-10-29,750.92
2008-10-30,778.19
2008-10-31,788.73
2008-11-04,803.11
2008-11-05,778.69
2008-11-06,744.27
2008-11-07,774.58
2008-11-10,774.07
2008-11-11,767.34
2008-11-12,754.76
2008-11-13,751.1
2008-11-14,776.94
2008-11-18,758.96
2008-11-19,758.74
2008-11-20,751.77
2008-11-21,746.14
2008-11-24,770.49
2008-11-25,774.57
2008-11-26,791.4
2008-11-27,803.86
2008-11-28,803.11
2008-12-01,789.27
2008-12-02,796.58
2008-12-03,816.16
2008-12-04,821.92
2008-12-05,816.87
2008-12-09,840.76
2008-12-10,859.49
2008-12-11,865.83
2008-12-12,861.74
2008-12-15,867.99
2008-12-16,866.41
2008-12-17,865.11
2008-12-18,856.54
2008-12-19,854.92
2008-12-22,856.97
2008-12-23,856.19
2008-12-24,851.17
2008-12-26,850.4
2008-12-29,845.09
2008-12-30,851.35
2009-01-02,861.17
2009-01-05,862.25
2009-01-06,882.45
2009-01-07,870.55
2009-01-08,873.31
2009-01-09,873.09
2009-01-13,871.84
2009-01-14,855.91
2009-01-15,844.78
2009-01-16,846.51
2009-01-19,849.06
2009-01-20,837.39
2009-01-21,832.92
2009-01-22,831.82
2009-01-23,833.91
2009-01-26,845.42
2009-01-27,849.95
2009-01-28,865.44
2009-01-29,862.4
2009-01-30,869.8
2009-02-02,861.6
2009-02-03,865.77
2009-02-04,871.25
2009-02-05,872.46
2009-02-06,884.27
2009-02-09,886.37
2009-02-10,879.72
2009-02-11,874.27
2009-02-12,865.27
2009-02-13,879.41
2009-02-16,875.43
2009-02-17,857.65
2009-02-18,848.07
2009-02-19,849.2
2009-02-20,834.24
2009-02-23,831.19
2009-02-24,825.17
2009-02-25,833.07
2009-02-26,845.42
2009-02-27,852.16
2009-03-02,831.95
2009-03-03,836.43
2009-03-04,847.72
2009-03-05,836.56
2009-03-06,839.26
2009-03-09,837.87
2009-03-10,849.64
2009-03-11,844.1
2009-03-12,849.28
2009-03-13,853.48
2009-03-16,860.68
2009-03-17,858.04
2009-03-18,861.29
2009-03-19,870.05
2009-03-20,865.59
2009-03-24,876.42
2009-03-25,876.51
2009-03-26,874.55
2009-03-27,873.16
2009-03-30,862.14
2009-03-31,874.21
2009-04-01,878.12
2009-04-02,891.09
2009-04-03,887.26
2009-04-06,886.41
2009-04-07,887.58
2009-04-08,882.87
2009-04-13,879.78
2009-04-14,884.57
2009-04-15,888.74
2009-04-16,889.61
2009-04-17,885
2009-04-20,878.58
2009-04-21,880.4
2009-04-22,881.55
2009-04-23,891.19
2009-04-24,914.93
2009-04-27,912.5
2009-04-28,918.25
2009-04-29,933.82
2009-04-30,931.93
2009-05-04,947.85
2009-05-05,953.11
2009-05-06,960.78
2009-05-07,973.07
2009-05-08,1004.96
2009-05-11,996.84
2009-05-12,1003.38
2009-05-13,989
2009-05-14,1001.37
2009-05-15,1001.45
2009-05-18,1012.19
2009-05-19,1022.41
2009-05-20,1024.78
2009-05-21,1007.56
2009-05-22,1008.43
2009-05-26,1016.43
2009-05-27,1012.49
2009-05-28,1024.05
2009-05-29,1031.53
2009-06-01,1054.15
2009-06-02,1049.71
2009-06-03,1042.32
2009-06-04,1052.39
2009-06-05,1052.93
2009-06-08,1048.86
2009-06-09,1051.36
2009-06-10,1056.77
2009-06-11,1074.78
2009-06-12,1076.81
2009-06-16,1066.41
2009-06-17,1072.41
2009-06-18,1079.22
2009-06-19,1090.73
2009-06-23,1089.32
2009-06-24,1090.37
2009-06-25,1098.87
2009-06-26,1094.95
2009-06-30,1102.73
2009-07-01,1119.35
2009-07-02,1119.53
2009-07-03,1116.98
2009-07-06,1110.83
2009-07-07,1113.67
2009-07-08,1103.93
2009-07-09,1085.58
2009-07-10,1083.01
2009-07-13,1082.69
2009-07-14,1089.24
2009-07-15,1090.85
2009-07-16,1092.88
2009-07-17,1104.86
2009-07-21,1113.97
2009-07-22,1120.17
2009-07-23,1141.9
2009-07-24,1146.58
2009-07-27,1143.37
2009-07-28,1126.75
2009-07-29,1122.62
2009-07-30,1147.57
2009-07-31,1156.22
2009-08-03,1165.42
2009-08-04,1168.2
2009-08-05,1162.95
2009-08-06,1169.26
2009-08-10,1174.71
2009-08-11,1162.53
2009-08-12,1171.32
2009-08-13,1179.38
2009-08-14,1180.48
2009-08-18,1176.17
2009-08-19,1181.11
2009-08-20,1192.34
2009-08-21,1202.28
2009-08-24,1229.85
2009-08-25,1227.18
2009-08-26,1218.39
2009-08-27,1210.09
2009-08-28,1214.38
2009-08-31,1209.09
2009-09-01,1178.87
2009-09-02,1182.83
2009-09-03,1173.66
2009-09-04,1192.55
2009-09-07,1200.04
2009-09-08,1219.62
2009-09-09,1219.9
2009-09-10,1218.36
2009-09-11,1216.22
2009-09-14,1212.53
2009-09-15,1244.75
2009-09-16,1248.69
2009-09-17,1245.88
2009-09-18,1269.97
2009-09-21,1266.91
2009-09-22,1276.57
2009-09-23,1288.14
2009-09-24,1290.81
2009-09-25,1305.32
2009-09-28,1331.9
2009-09-29,1321.32
2009-09-30,1328.93
2009-10-01,1315.15
2009-10-02,1318.92
2009-10-05,1335.49
2009-10-06,1356.57
2009-10-07,1355.56
2009-10-08,1346.83
2009-10-09,1333.44
2009-10-13,1303.03
2009-10-14,1294.39
2009-10-15,1294.11
2009-10-16,1301.69
2009-10-19,1330.8
2009-10-20,1315.97
2009-10-21,1317.07
2009-10-22,1308.64
2009-10-23,1303.29
2009-10-26,1288.81
2009-10-27,1277.91
2009-10-28,1279.22
2009-10-29,1289.97
2009-10-30,1257.17
2009-11-03,1240.95
2009-11-04,1262.5
2009-11-05,1280.4
2009-11-06,1279.75
2009-11-09,1303
2009-11-10,1304.06
2009-11-11,1303.86
2009-11-12,1308.45
2009-11-13,1311.43
2009-11-17,1314.81
2009-11-18,1299.42
2009-11-19,1301.12
2009-11-20,1301.85
2009-11-23,1305.65
2009-11-24,1312.26
2009-11-25,1327.17
2009-11-26,1316.16
2009-11-27,1328.31
2009-11-30,1318.05
2009-12-01,1335.21
2009-12-02,1337.22
2009-12-03,1356.57
2009-12-04,1353.58
2009-12-07,1358.31
2009-12-09,1357.77
2009-12-10,1351.02
2009-12-11,1366.34
2009-12-14,1366.46
2009-12-15,1368.48
2009-12-16,1379.58
2009-12-17,1382.63
2009-12-18,1370.34
2009-12-21,1369.56
2009-12-22,1365.23
2009-12-23,1364.13
2009-12-24,1372.72
2009-12-28,1365.06
2009-12-29,1366.35
2009-12-30,1366.85
2010-01-04,1374.28
2010-01-05,1373.23
2010-01-06,1373.89
2010-01-07,1368.91
2010-01-08,1374.72
2010-01-12,1369.53
2010-01-13,1379.91
2010-01-14,1386.91
2010-01-15,1382.66
2010-01-18,1382.07
2010-01-19,1386.01
2010-01-20,1381.8
2010-01-21,1355.28
2010-01-22,1364.33
2010-01-25,1345.31
2010-01-26,1357.8
2010-01-27,1355.8
2010-01-28,1353.57
2010-01-29,1363.67
2010-02-01,1358.49
2010-02-02,1363.85
2010-02-03,1359.43
2010-02-04,1334.8
2010-02-05,1326.08
2010-02-08,1327.03
2010-02-09,1345.54
2010-02-10,1353.7
2010-02-11,1358.21
2010-02-12,1355.84
2010-02-15,1357.59
2010-02-16,1364.53
2010-02-17,1366.11
2010-02-18,1359.64
2010-02-19,1372.51
2010-02-22,1372.84
2010-02-23,1379.75
2010-02-24,1398.47
2010-02-25,1385.85
2010-02-26,1391.02
2010-03-01,1392.91
2010-03-02,1391.36
2010-03-03,1401.53
2010-03-04,1398.81
2010-03-05,1399.63
2010-03-08,1408.35
2010-03-09,1403.17
